10月12日更新,#genre#
中国教育4台,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
山东教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
哈尔滨综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
佳木斯综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
牡丹江综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
鹤岗综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
漠河综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8
大庆教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8


重温经典,#genre#

重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D
星光视界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
CHC影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D&ZJYD
CHC影迷电影,http://cg14.hunancatv.cn:9090/live/CHCGQ_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604315487&srchost=172.16.22.158:8060&gid=QTVto%2BZu6pkkcNYy4OxcMg%3D%3D
CHC动作电影,http://cg0.hunancatv.cn:9090/live/CHCDZDY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316076&srchost=172.16.22.158:8060&gid=ZF3q5L%2FmYWch1qWqTIPAjw%3D%3D
CHC家庭影院,http://cg11.hunancatv.cn:9090/live/CHCJTYY_8000.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=11082234455604316833&srchost=172.16.22.158:8060&gid=c%2BNqgq8pR1ZQ7ZzcmkS8%2BQ%3D%3D
重温经典,http://cg12.hunancatv.cn:9090/live/CWJD.m3u8?deviceid=866265039837531&sid=Yp6brv0MWYukAl4oJr9yrw%3D%3D&nonce=Ri1TgJg9dlAK&acl=0111&hlsSessionID=1503359536318867014&srchost=172.16.22.158:8060&gid=OHehEP1KV9FqguWiPXrX6Q%3D%3D

数字频道,#genre#
天元围棋,http://dd.ddzb.fun/php/gzyx.php?id=350f4bdf893adc568aeb796b139af064
书画频道,http://dd.ddzb.fun/php/gzyx.php?id=f584a606a8cab35961e7f2744c096d9f
百姓健康,http://dd.ddzb.fun/php/gzyx.php?id=4842050ebaa8706a0ad6502f5d2597e7
收藏天下,http://dd.ddzb.fun/php/gzyx.php?id=0862fb9fad870bf0a849a9732216bdca
劲爆体育,http://dd.ddzb.fun/php/gzyx.php?id=5502a25d87fb30c220433805c239d7df
环球奇观,http://dd.ddzb.fun/php/gzyx.php?id=ec7d83b6c14da50a603c558004f7960d
早期教育,http://dd.ddzb.fun/php/gzyx.php?id=4f28027308b4ed133fa0a8a115482492
魅力音乐,http://dd.ddzb.fun/php/gzyx.php?id=62de8fa92b82977bd64850c6f8376d4f
都市剧场,http://dd.ddzb.fun/php/gzyx.php?id=45cd7a20f72e4333e9aaaa95884fd0b8
汽摩频道,http://dd.ddzb.fun/php/gzyx.php?id=000bee523b4d422dd2548cd7e4f41c75
梨园频道,http://dd.ddzb.fun/php/gzyx.php?id=96d98851b82ed72979d481afee653f96
金色频道,http://dd.ddzb.fun/php/gzyx.php?id=5cf268bd185728d97eba54e6964d3bb9
全纪实HD,http://dd.ddzb.fun/php/gzyx.php?id=deeefd1f564b33e3dd0311109327d130
英语辅导,http://dd.ddzb.fun/php/gzyx.php?id=ee3d229194011515d191c86424be3565
靓妆频道,http://dd.ddzb.fun/php/gzyx.php?id=fd50c539dbf66e7c62a184b58e55d346
车迷频道,http://dd.ddzb.fun/php/gzyx.php?id=581721a464fa6469a63c0781da576703
老年福,http://dd.ddzb.fun/php/gzyx.php?id=f85f6a5e0121d8257e23b3cca65ddd3b
体育赛事,http://dd.ddzb.fun/php/gzyx.php?id=0bd07f50e36135c1cf025311798cad9b
职业指南,http://dd.ddzb.fun/php/gzyx.php?id=29a07d1828d61288d409295537d150fb
四海钓鱼,http://dd.ddzb.fun/php/gzyx.php?id=51f69a8aaf2dd2a3d30ca2296ba4c163
环球旅游,http://dd.ddzb.fun/php/gzyx.php?id=9f6c9fc0d4db981b4a6da770e3e2a163
游戏竞技,http://dd.ddzb.fun/php/gzyx.php?id=914ccc86bfb5459881f4ea54affba70a
武术世界,http://dd.ddzb.fun/php/gzyx.php?id=5f6c99163e6e7d1fb2b68fada4da6999
文物宝库,http://dd.ddzb.fun/php/gzyx.php?id=33bb4266b52ee4b8a9d4ab6e28782366
快乐垂钓,http://dd.ddzb.fun/php/gzyx.php?id=5dd1c17a5f5c3f8ff243a2a8b4adc712
先锋乒羽,http://dd.ddzb.fun/php/gzyx.php?id=3a0a15c87f5a22a11d7156593afb8fc5
茶频道,http://dd.ddzb.fun/php/gzyx.php?id=2028ea2021b61551aeae542bcf73f7ba
七彩戏剧,http://dd.ddzb.fun/php/gzyx.php?id=4e43c567b014fad9425bc5094a3988c2
家庭理*,http://dd.ddzb.fun/php/gzyx.php?id=53b123567abc18bdd70618b00d433ca0
新娱乐,http://dd.ddzb.fun/php/gzyx.php?id=1b8c3109e65eba3b17c3a404fc65ac5b
欢笑剧场HD,http://dd.ddzb.fun/php/gzyx.php?id=5f677ff797fc4c5e6c59d6c861f6b07d
华视动漫,http://dd.ddzb.fun/php/gzyx.php?id=65fb16a948c29aa04cd1b3c1e6019b60
法治天地,http://dd.ddzb.fun/php/gzyx.php?id=bf1f392df64df3a97a294e83f465f028
彩民在线,http://dd.ddzb.fun/php/gzyx.php?id=7366a092905cedfb4c99b1a05ee84add
幸福彩,http://dd.ddzb.fun/php/gzyx.php?id=9f1066d48e587d9303f691670f12ddcc
东方财*,http://dd.ddzb.fun/php/gzyx.php?id=3407a8a12fdec9802dde5cc30f688898
国学频道,http://dd.ddzb.fun/php/gzyx.php?id=bc75f91f395b85e3d2c1136a9228c831
极速汽车,http://dd.ddzb.fun/php/gzyx.php?id=3d2d1b03c7dd6ed67fdc8305296e1963
游戏风云,http://dd.ddzb.fun/php/gzyx.php?id=2abb8a699d8073134830e425164d7f6d
动漫秀场,http://dd.ddzb.fun/php/gzyx.php?id=57e09be91d8b2f208e407b5abfa23b05
金鹰卡通,http://dd.ddzb.fun/php/gzyx.php?id=8b39e279c32ac7b183920278d1a2fc04
卡酷动画,http://dd.ddzb.fun/php/gzyx.php?id=c1e3c0a73311c171107b2e6444b6d104
嘉佳卡通,http://dd.ddzb.fun/php/gzyx.php?id=72c0f74fccd9259a12fb01bf47a66649
摄影频道,http://dd.ddzb.fun/php/gzyx.php?id=4c9fa17591dfd8dd736c80e87d6dc72b

少儿动画,#genre#
小猪佩奇,http://159.75.85.63:35455/huya/25243980
中华小当家,http://159.75.85.63:35455/huya/11342413
厨神小当家,http://159.75.85.63:35455/huya/24257300
蜡笔小新,http://159.75.85.63:35455/huya/11352970
成龙历险记,http://159.75.85.63:35455/huya/11352946
网球王子,http://159.75.85.63:35455/huya/11352882
哆啦A梦,http://159.75.85.63:35455/huya/11601963
汤姆和杰瑞,http://159.75.85.63:35455/huya/11352879
七龙珠,http://159.75.85.63:35455/huya/11601966
西游记,http://159.75.85.63:35455/huya/29981376
海绵宝宝,http://159.75.85.63:35455/huya/11352919
武庚纪,http://159.75.85.63:35455/huya/26355862
四驱兄弟,http://159.75.85.63:35455/huya/11352922
一人之下,http://159.75.85.63:35455/huya/11352869
国漫动画,http://159.75.85.63:35455/huya/21059558
国漫动画2,http://159.75.85.63:35455/huya/29465865
头文字D,http://159.75.85.63:35455/huya/11352889
樱桃小丸子,http://159.75.85.63:35455/huya/11342394
皮卡丘,http://159.75.85.63:35455/huya/29465874
火影忍者,http://159.75.85.63:35455/huya/29465866
合家欢动画片,http://159.75.85.63:35455/huya/11601958
Q版三国,http://159.75.85.63:35455/huya/29465871
假面骑士,http://159.75.85.63:35455/huya/11352918
沙雕动画,http://159.75.85.63:35455/huya/28272846
斗罗大陆,http://159.75.85.63:35455/huya/30015884
斗破苍穹,http://159.75.85.63:35455/huya/29678742
斗宗强者,http://159.75.85.63:35455/huya/11336572
仙逆(试播),http://159.75.85.63:35455/huya/30080215
魔道师祖(试播),http://159.75.85.63:35455/huya/30080217
从前有座灵剑山(试播),http://159.75.85.63:35455/huya/11352896

电影频道,#genre#
周星驰,http://159.75.85.63:35455/huya/11342412
林正英,http://159.75.85.63:35455/huya/11342421
周润发,http://159.75.85.63:35455/huya/11342387
成龙,http://159.75.85.63:35455/huya/11342386
李连杰,http://159.75.85.63:35455/huya/11342390
洪金宝,http://159.75.85.63:35455/huya/11279251
赵丽颖,http://159.75.85.63:35455/huya/29982668
梁家辉,http://159.75.85.63:35455/huya/11342429
许冠英,http://159.75.85.63:35455/huya/11601972
刘德华,http://159.75.85.63:35455/huya/11342424
斯坦森,http://159.75.85.63:35455/huya/21059588
小鬼头,http://159.75.85.63:35455/huya/880261
王晶,http://159.75.85.63:35455/huya/11602058
沈腾,http://159.75.85.63:35455/huya/11601968
黄渤,http://159.75.85.63:35455/huya/11352876
强森,http://159.75.85.63:35455/huya/21059581
漫威,http://159.75.85.63:35455/huya/11602034
宇宙,http://159.75.85.63:35455/huya/11342428
怪兽,http://159.75.85.63:35455/huya/21059577
武侠,http://159.75.85.63:35455/huya/11342427
警匪,http://159.75.85.63:35455/huya/11352886
古惑仔,http://159.75.85.63:35455/huya/11336719
古天乐,http://159.75.85.63:35455/huya/29982675
枪战,http://159.75.85.63:35455/huya/11352962
国产僵尸,http://159.75.85.63:35455/huya/11279247
电影推荐,http://159.75.85.63:35455/huya/11602041
短剧推荐,http://159.75.85.63:35455/huya/21059594
热血电影,http://159.75.85.63:35455/huya/11352934
盗墓电影,http://159.75.85.63:35455/huya/21059552
贺岁电影,http://159.75.85.63:35455/huya/11601971
玄幻电影,http://159.75.85.63:35455/huya/11342414
谍战电影,http://159.75.85.63:35455/huya/21059585
喜剧电影,http://159.75.85.63:35455/huya/11352877
搞笑恐怖,http://159.75.85.63:35455/huya/11601960
经典港片,http://159.75.85.63:35455/huya/11602043
国产电影,http://159.75.85.63:35455/huya/11352973
周星驰粤语,http://159.75.85.63:35455/huya/11336587
许氏三杰,http://159.75.85.63:35455/huya/11602033
五福星,http://159.75.85.63:35455/huya/11282233
邱淑贞,http://159.75.85.63:35455/huya/11352949
徐克,http://159.75.85.63:35455/huya/11352909
开心鬼系列,http://159.75.85.63:35455/huya/11342423
漫威合集,http://159.75.85.63:35455/huya/26355802
邱淑贞,http://159.75.85.63:35455/huya/11336571
古墓系列,http://159.75.85.63:35455/huya/11352913
高分动作,http://159.75.85.63:35455/huya/11352884
赌神系列,http://159.75.85.63:35455/huya/11342399

电视剧频道,#genre#
新三国,http://159.75.85.63:35455/huya/11352944
陈翔六点半,http://159.75.85.63:35455/huya/11274154
报告老板,http://159.75.85.63:35455/huya/26355835
老三国,http://159.75.85.63:35455/huya/11602081
纪晓岚,http://159.75.85.63:35455/huya/11342396
新水浒,http://159.75.85.63:35455/huya/11342384
庆余年,http://159.75.85.63:35455/huya/11352960
雍正王朝,http://159.75.85.63:35455/huya/11342439
士兵突击,http://159.75.85.63:35455/huya/11342430
爱情公寓,http://159.75.85.63:35455/huya/11336726
家有儿女,http://159.75.85.63:35455/huya/11352872
勇敢的心,http://159.75.85.63:35455/huya/11602037
地下交通站,http://159.75.85.63:35455/huya/11342433
杨紫,http://159.75.85.63:35455/huya/11336593
邻里一家亲,http://159.75.85.63:35455/huya/11342426
死神来了,http://159.75.85.63:35455/huya/11352903
斗罗大陆,http://159.75.85.63:35455/huya/11352906
小马的直播间,http://159.75.85.63:35455/huya/23749096
孙悟空,http://159.75.85.63:35455/huya/23735126
中国功夫,http://159.75.85.63:35455/huya/11352941
花千骨,http://159.75.85.63:35455/huya/26355839
龙门镖局,http://159.75.85.63:35455/huya/11352874
父母爱情,http://159.75.85.63:35455/huya/11602071
医馆笑传,http://159.75.85.63:35455/huya/11352891
康熙大帝,http://159.75.85.63:35455/huya/11352940
新雪豹,http://159.75.85.63:35455/huya/29580970
朱元璋,http://159.75.85.63:35455/huya/29910845
张卫健版西游记,http://159.75.85.63:35455/huya/23728660
楚汉骄雄,http://159.75.85.63:35455/huya/23740156
鹿鼎记小春版,http://159.75.85.63:35455/huya/23865080
天龙八部97版,http://159.75.85.63:35455/huya/23903123
刑事侦缉档案,http://159.75.85.63:35455/huya/23734169
寻秦记,http://159.75.85.63:35455/huya/23864973
法证先锋,http://159.75.85.63:35455/huya/23863804
陀枪师姐,http://159.75.85.63:35455/huya/23860039
笑傲江湖,http://159.75.85.63:35455/huya/23865142
洗冤录,http://159.75.85.63:35455/huya/23903130
倚天屠龙记,http://159.75.85.63:35455/huya/23734246
神雕侠侣,http://159.75.85.63:35455/huya/23865171
鉴证实录,http://159.75.85.63:35455/huya/23903183
创世纪,http://159.75.85.63:35455/huya/23749083
孙红雷,http://159.75.85.63:35455/huya/11601970
使徒行者,http://159.75.85.63:35455/huya/23734256
金枝欲孽,http://159.75.85.63:35455/huya/23865036
大唐双龙传,http://159.75.85.63:35455/huya/23728674
妙手仁心,http://159.75.85.63:35455/huya/23829543
扫黄先锋,http://159.75.85.63:35455/huya/23903196
笑看风云,http://159.75.85.63:35455/huya/23865058
秦始皇,http://159.75.85.63:35455/huya/21059634
大时代,http://159.75.85.63:35455/huya/23865161
外科医生,http://159.75.85.63:35455/huya/29982672
梁朝伟版鹿鼎记,http://159.75.85.63:35455/huya/23734183
雀刀门传奇,http://159.75.85.63:35455/huya/11352963
经典港剧,http://159.75.85.63:35455/huya/11352965
鬼吹灯,http://159.75.85.63:35455/huya/11352883
魏璎珞,http://159.75.85.63:35455/huya/26355864
龙岭迷窟,http://159.75.85.63:35455/huya/29465863
毛骗,http://159.75.85.63:35455/huya/26355791
鬼吹灯全集,http://159.75.85.63:35455/huya/29768105
云南虫谷,http://159.75.85.63:35455/huya/11352898
贺岁喜剧,http://159.75.85.63:35455/huya/11601986
新白娘子传奇,http://159.75.85.63:35455/huya/26355768
张卫健版鹿鼎记,http://159.75.85.63:35455/huya/26355806
86版西游记,http://159.75.85.63:35455/huya/26355861
经典宫斗剧,http://159.75.85.63:35455/huya/26355845
宫斗剧,http://159.75.85.63:35455/huya/29465868
宝莲灯前传,http://159.75.85.63:35455/huya/21059557
万万没想到,http://159.75.85.63:35455/huya/26355850
盛世大唐,http://159.75.85.63:35455/huya/26355763
陆小凤,http://159.75.85.63:35455/huya/29808803
王子变青蛙,http://159.75.85.63:35455/huya/11601964
绝代双骄,http://159.75.85.63:35455/huya/29465867
橘生淮南，暗恋成诗,http://159.75.85.63:35455/huya/29982670
十大奇冤,http://159.75.85.63:35455/huya/11352899
古装剧集,http://159.75.85.63:35455/huya/11601979
新雪豹,http://159.75.85.63:35455/huya/29580970
芈月传,http://159.75.85.63:35455/huya/11352975
有翡(试播),http://159.75.85.63:35455/huya/29580970
胡斐(试播),http://159.75.85.63:35455/huya/26355765
国产科幻(试播),http://159.75.85.63:35455/huya/11602077

影视频道,#genre#
芒果1,http://zby.xjqxz.top/dsdsj1/live.m3u8
芒果2,http://zby.xjqxz.top/gzwxj/live.m3u8
芒果3,http://zby.xjqxz.top/gzdsj1/live.m3u8
芒果4,http://zby.xjqxz.top/gzdsj3/live.m3u8
芒果5,http://zby.xjqxz.top/gzdsj4/live.m3u8
芒果6,http://zby.xjqxz.top/kzzypd/live.m3u8
芒果7,http://zby.xjqxz.top/dzzypd3/live.m3u8
电视剧场一,http://159.75.85.63:35455/huya/29465862
电视剧场二,http://159.75.85.63:35455/huya/11336591
电视剧场三,http://159.75.85.63:35455/huya/21059563
电视剧场四,http://159.75.85.63:35455/huya/26355783
电视剧场五,http://159.75.85.63:35455/huya/11352912
电视剧场六,http://159.75.85.63:35455/huya/11352936
电视剧场七,http://159.75.85.63:35455/huya/21059630
电视剧场八,http://159.75.85.63:35455/huya/26355775
电视剧场九,http://159.75.85.63:35455/huya/21059594
电视剧场十,http://159.75.85.63:35455/huya/11336592
